age,job,education,loan,contact,duration,pdays
29,management,university.degree,no,telephone,332,999
51,management,university.degree,yes,telephone,567,999
28,blue-collar,basic.9y,no,telephone,200,999
24,blue-collar,basic.4y,no,telephone,537,999
24,blue-collar,basic.4y,no,telephone,476,999
45,blue-collar,unknown,no,telephone,29,999
20,services,high.school,no,telephone,290,999
34,blue-collar,basic.9y,no,telephone,74,999
25,blue-collar,basic.9y,no,telephone,76,999
29,self-employed,professional.course,no,telephone,26,999
29,blue-collar,basic.9y,unknown,telephone,27,999
29,self-employed,professional.course,no,telephone,632,999
32,blue-collar,basic.6y,no,telephone,316,999
32,blue-collar,basic.6y,yes,telephone,440,999
32,admin,university.degree,no,telephone,52,999
38,blue-collar,university.degree,no,telephone,59,999
29,blue-collar,unknown,no,telephone,243,999
37,technician,university.degree,no,telephone,190,999
36,blue-collar,basic.9y,no,telephone,81,999
55,management,basic.4y,no,telephone,58,999
29,admin,high.school,no,telephone,356,999
43,blue-collar,basic.4y,yes,telephone,320,999
24,services,high.school,no,telephone,221,999
24,services,high.school,no,telephone,453,999
55,blue-collar,basic.4y,no,telephone,345,999
38,blue-collar,basic.4y,no,telephone,146,999
40,admin,university.degree,no,telephone,248,999
41,services,basic.9y,no,telephone,324,999
29,entrepreneur,professional.course,no,telephone,609,999
58,management,university.degree,no,telephone,16,999
28,admin,university.degree,no,telephone,392,999
57,unemployed,basic.9y,no,telephone,422,999
57,housemaid,basic.4y,no,telephone,101,999
33,services,basic.4y,unknown,telephone,577,999
43,blue-collar,basic.4y,no,telephone,319,999
38,blue-collar,professional.course,no,telephone,112,999
56,technician,university.degree,no,telephone,308,999
52,services,high.school,no,telephone,43,999
25,technician,professional.course,no,telephone,149,999
31,housemaid,professional.course,no,telephone,36,999
52,services,high.school,no,telephone,324,999
36,admin,high.school,no,telephone,100,999
32,student,university.degree,no,telephone,209,999
26,technician,high.school,unknown,telephone,105,999
41,services,high.school,unknown,telephone,707,999
31,entrepreneur,high.school,no,telephone,119,999
28,management,university.degree,no,telephone,695,999
32,blue-collar,basic.9y,no,telephone,13,999
41,technician,professional.course,no,telephone,1255,999
29,technician,professional.course,no,telephone,11,999
39,management,basic.9y,no,telephone,255,999
42,management,university.degree,no,telephone,50,999
50,unemployed,high.school,no,telephone,373,999
34,blue-collar,high.school,no,telephone,18,999
32,blue-collar,high.school,no,telephone,108,999
44,entrepreneur,professional.course,yes,telephone,307,999
42,retired,professional.course,no,telephone,142,999
48,technician,university.degree,no,telephone,78,999
41,self-employed,basic.9y,no,telephone,376,999
27,management,high.school,unknown,telephone,155,999
32,technician,professional.course,no,telephone,188,999
55,blue-collar,basic.4y,no,telephone,326,999
27,admin,university.degree,no,telephone,443,999
56,unemployed,professional.course,no,cellular,214,999
24,student,high.school,no,cellular,1111,999
55,technician,professional.course,no,cellular,71,999
33,admin,university.degree,no,cellular,183,999
32,entrepreneur,basic.9y,no,telephone,258,999
31,admin,professional.course,no,cellular,173,999
25,services,high.school,no,cellular,329,999
29,technician,university.degree,no,cellular,225,999
52,admin,university.degree,no,cellular,210,999
32,admin,basic.9y,no,telephone,320,999
32,management,university.degree,yes,cellular,1011,999
32,blue-collar,basic.4y,no,cellular,142,999
29,admin,basic.9y,no,telephone,280,999
39,admin,university.degree,yes,cellular,184,999
30,technician,professional.course,no,cellular,75,999
37,admin,university.degree,no,cellular,353,999
29,admin,high.school,no,cellular,126,999
29,admin,high.school,unknown,cellular,183,999
45,technician,professional.course,no,cellular,95,999
34,blue-collar,basic.9y,no,cellular,477,999
38,blue-collar,unknown,no,cellular,131,999
33,admin,high.school,no,cellular,134,999
34,blue-collar,basic.9y,no,cellular,85,999
35,self-employed,university.degree,no,cellular,157,999
33,admin,high.school,no,cellular,254,999
45,technician,professional.course,no,cellular,394,999
59,retired,university.degree,unknown,cellular,139,999
45,technician,basic.9y,no,cellular,80,999
52,retired,professional.course,no,cellular,53,999
38,blue-collar,unknown,no,cellular,618,999
42,entrepreneur,basic.9y,no,cellular,129,999
28,technician,university.degree,no,cellular,136,999
28,technician,university.degree,no,cellular,154,999
28,technician,university.degree,no,cellular,265,999
54,services,high.school,no,telephone,250,999
54,services,high.school,no,cellular,82,999
37,management,university.degree,no,cellular,158,999
29,admin,high.school,no,cellular,1272,999
35,management,university.degree,no,cellular,182,999
40,blue-collar,basic.9y,no,cellular,207,999
25,admin,high.school,no,cellular,95,999
57,retired,basic.4y,yes,cellular,253,999
32,services,high.school,no,cellular,72,999
34,admin,university.degree,no,cellular,132,999
25,technician,university.degree,no,cellular,259,999
25,blue-collar,basic.9y,no,cellular,261,999
53,admin,university.degree,no,cellular,815,999
53,admin,university.degree,yes,cellular,205,999
31,services,basic.9y,no,cellular,537,999
40,technician,professional.course,yes,cellular,323,999
57,blue-collar,basic.6y,no,cellular,64,999
31,services,basic.9y,no,cellular,679,999
29,blue-collar,high.school,no,telephone,42,999
30,technician,university.degree,yes,cellular,63,999
35,self-employed,university.degree,no,cellular,2122,999
53,admin,university.degree,no,cellular,618,999
43,housemaid,basic.4y,no,cellular,183,999
51,blue-collar,basic.4y,no,cellular,199,999
43,housemaid,basic.4y,no,cellular,296,999
43,housemaid,basic.4y,no,cellular,206,999
33,services,basic.9y,no,cellular,133,999
43,housemaid,basic.4y,no,cellular,317,999
43,housemaid,basic.4y,no,cellular,107,999
43,housemaid,basic.4y,no,cellular,97,999
44,blue-collar,basic.4y,no,cellular,128,999
31,admin,high.school,no,cellular,75,999
43,housemaid,basic.4y,no,cellular,296,999
48,blue-collar,basic.4y,no,cellular,74,999
43,housemaid,basic.4y,no,cellular,402,999
48,blue-collar,basic.4y,no,cellular,126,999
51,management,university.degree,no,cellular,65,999
36,admin,high.school,no,cellular,389,999
33,self-employed,university.degree,no,cellular,99,999
36,admin,university.degree,no,cellular,99,999
51,management,university.degree,no,cellular,194,999
51,management,university.degree,no,cellular,420,999
35,management,university.degree,no,cellular,191,999
43,housemaid,basic.4y,yes,cellular,697,999
51,management,university.degree,no,cellular,96,999
52,blue-collar,basic.9y,no,telephone,138,999
51,management,university.degree,yes,cellular,110,999
24,services,professional.course,no,cellular,55,999
34,blue-collar,basic.9y,yes,cellular,45,999
51,management,university.degree,no,cellular,175,999
24,services,professional.course,no,cellular,139,999
36,admin,university.degree,yes,cellular,153,999
24,services,professional.course,no,cellular,80,999
24,services,professional.course,no,cellular,185,999
48,blue-collar,basic.4y,no,cellular,128,999
24,services,professional.course,no,cellular,349,999
27,unemployed,basic.6y,no,cellular,62,999
27,unemployed,basic.6y,no,cellular,72,999
28,services,high.school,no,cellular,51,999
36,admin,university.degree,no,cellular,570,999
34,technician,professional.course,no,cellular,99,999
34,blue-collar,basic.9y,no,cellular,173,999
41,technician,university.degree,yes,cellular,184,999
43,blue-collar,basic.6y,no,cellular,272,999
30,admin,high.school,no,cellular,166,999
34,admin,high.school,no,cellular,42,999
34,admin,high.school,no,cellular,127,999
34,admin,high.school,no,cellular,85,999
31,technician,professional.course,no,cellular,225,999
42,technician,high.school,no,cellular,761,999
48,entrepreneur,university.degree,no,telephone,42,999
34,blue-collar,basic.9y,no,cellular,206,999
24,blue-collar,basic.9y,unknown,cellular,781,999
26,services,high.school,unknown,cellular,125,999
54,management,university.degree,no,cellular,113,999
59,blue-collar,basic.9y,no,cellular,92,999
36,blue-collar,basic.6y,no,telephone,16,999
27,admin,university.degree,no,cellular,51,999
51,technician,university.degree,yes,cellular,89,999
36,blue-collar,basic.6y,no,cellular,205,999
40,blue-collar,basic.9y,no,cellular,125,999
51,technician,university.degree,yes,cellular,128,999
27,admin,university.degree,yes,cellular,91,999
51,technician,university.degree,no,cellular,65,999
27,admin,university.degree,no,cellular,194,999
32,blue-collar,basic.4y,no,cellular,147,999
32,blue-collar,basic.4y,yes,cellular,112,999
32,blue-collar,basic.4y,no,cellular,82,999
33,services,basic.9y,no,telephone,25,999
28,services,high.school,no,cellular,85,999
32,blue-collar,basic.4y,no,cellular,285,999
31,management,university.degree,yes,cellular,61,999
39,entrepreneur,basic.4y,no,cellular,174,999
49,blue-collar,basic.4y,no,cellular,42,999
44,unemployed,basic.9y,no,cellular,92,999
40,admin,professional.course,no,cellular,130,999
30,blue-collar,high.school,no,cellular,44,999
30,blue-collar,high.school,no,cellular,145,999
31,admin,university.degree,no,telephone,238,999
36,admin,university.degree,yes,cellular,160,999
31,management,university.degree,no,cellular,645,999
32,blue-collar,basic.4y,yes,telephone,990,999
31,technician,professional.course,unknown,cellular,254,999
31,technician,professional.course,no,cellular,64,999
24,blue-collar,basic.4y,no,cellular,115,999
44,unemployed,basic.9y,yes,cellular,113,999
31,technician,professional.course,no,cellular,662,999
31,technician,professional.course,no,cellular,625,999
28,technician,university.degree,no,cellular,126,999
44,unemployed,basic.9y,no,cellular,189,999
31,blue-collar,basic.9y,no,cellular,124,999
28,technician,university.degree,no,cellular,321,999
37,technician,professional.course,no,cellular,482,999
26,blue-collar,basic.4y,yes,cellular,215,999
34,blue-collar,basic.6y,no,cellular,727,999
55,admin,high.school,no,cellular,189,999
55,admin,high.school,no,cellular,127,999
32,technician,university.degree,no,telephone,196,999
45,blue-collar,basic.4y,no,cellular,87,999
45,blue-collar,basic.4y,no,cellular,112,999
43,admin,university.degree,no,cellular,290,999
33,admin,high.school,no,cellular,310,999
52,retired,professional.course,no,cellular,389,999
45,blue-collar,basic.4y,no,cellular,294,999
28,blue-collar,professional.course,no,cellular,611,999
23,blue-collar,basic.9y,no,cellular,259,999
37,blue-collar,basic.4y,yes,cellular,156,999
52,blue-collar,basic.9y,no,cellular,275,999
33,admin,university.degree,yes,cellular,143,999
44,technician,high.school,no,cellular,92,999
44,technician,high.school,no,cellular,82,999
52,management,professional.course,no,cellular,222,999
26,technician,university.degree,no,cellular,175,999
36,admin,high.school,yes,cellular,148,999
26,blue-collar,basic.9y,no,cellular,366,999
34,admin,university.degree,no,cellular,138,999
49,blue-collar,basic.4y,no,cellular,121,999
34,admin,university.degree,no,cellular,337,999
46,housemaid,basic.4y,no,cellular,236,999
41,blue-collar,basic.4y,no,telephone,52,999
42,blue-collar,basic.9y,no,cellular,90,999
51,admin,university.degree,no,cellular,426,999
29,technician,professional.course,no,cellular,332,999
40,blue-collar,basic.4y,unknown,telephone,135,999
47,blue-collar,basic.4y,no,cellular,127,999
31,blue-collar,basic.9y,no,cellular,72,999
31,blue-collar,basic.9y,no,cellular,186,999
31,housemaid,basic.9y,no,cellular,219,999
50,admin,high.school,no,cellular,180,999
25,blue-collar,basic.9y,no,cellular,111,999
26,admin,high.school,yes,cellular,273,999
22,student,high.school,yes,cellular,349,999
31,blue-collar,basic.9y,no,cellular,590,999
32,technician,university.degree,yes,cellular,90,999
31,admin,high.school,no,cellular,96,999
43,admin,university.degree,no,cellular,899,999
41,blue-collar,basic.4y,unknown,cellular,72,999
40,unemployed,university.degree,no,cellular,113,999
40,unemployed,university.degree,no,telephone,54,999
31,blue-collar,basic.9y,no,cellular,1121,999
36,admin,university.degree,no,cellular,81,999
55,retired,basic.9y,unknown,cellular,628,999
44,admin,high.school,no,cellular,118,999
23,unemployed,university.degree,no,cellular,119,999
26,blue-collar,basic.9y,no,cellular,1139,999
44,admin,high.school,no,cellular,97,999
29,services,high.school,no,cellular,171,999
25,housemaid,high.school,no,cellular,1156,999
54,management,university.degree,no,cellular,71,999
26,admin,high.school,yes,cellular,668,999
52,services,high.school,no,cellular,183,999
29,technician,professional.course,no,cellular,128,999
50,admin,high.school,no,cellular,171,999
32,admin,university.degree,no,cellular,76,999
32,admin,high.school,no,cellular,89,999
29,services,high.school,no,cellular,188,999
44,admin,high.school,no,cellular,869,999
24,services,high.school,no,cellular,242,999
28,entrepreneur,university.degree,no,cellular,98,999
28,entrepreneur,university.degree,no,cellular,175,999
39,technician,professional.course,no,telephone,87,999
39,services,basic.9y,no,cellular,100,999
32,technician,university.degree,no,cellular,89,999
40,admin,high.school,yes,telephone,31,999
27,blue-collar,basic.4y,no,cellular,205,999
36,technician,professional.course,no,cellular,167,999
31,admin,high.school,no,cellular,108,999
51,management,university.degree,no,cellular,180,999
29,admin,university.degree,no,cellular,31,999
33,admin,university.degree,no,cellular,494,999
28,technician,university.degree,no,cellular,96,999
41,self-employed,basic.4y,no,cellular,133,999
29,admin,university.degree,no,cellular,161,999
35,management,university.degree,no,cellular,130,999
26,services,high.school,unknown,cellular,136,999
51,housemaid,basic.4y,no,cellular,145,999
30,blue-collar,basic.9y,no,cellular,80,999
25,blue-collar,basic.9y,no,cellular,108,999
30,blue-collar,basic.9y,no,cellular,532,999
28,services,high.school,no,telephone,145,999
37,blue-collar,basic.6y,no,cellular,91,999
55,management,basic.6y,yes,cellular,124,999
37,blue-collar,basic.6y,no,cellular,279,999
37,blue-collar,basic.6y,yes,cellular,143,999
28,blue-collar,basic.4y,yes,cellular,98,999
39,technician,professional.course,no,cellular,178,999
44,housemaid,basic.4y,no,cellular,103,999
45,self-employed,basic.9y,no,cellular,71,999
28,services,university.degree,no,cellular,90,999
34,technician,professional.course,no,cellular,144,999
45,self-employed,basic.9y,yes,cellular,332,999
30,admin,university.degree,no,telephone,693,999
39,technician,professional.course,no,cellular,225,999
56,blue-collar,professional.course,no,cellular,289,999
