X1,X2
1.720826909,-0.202350636
0.561028672,-0.43539607
-0.009049501,1.022822975
0.502575576,-0.462215344
-0.396873693,0.862655866
-0.743190554,0.59775085
-0.801196217,0.616178675
0.819107326,0.552910785
0.686042461,0.793336123
-0.031141234,0.135003448
-0.172771045,0.987950512
0.940827563,0.527041664
0.117439737,-0.006915864
0.148118575,-0.154121859
1.918988417,0.112992457
0.710316558,0.741230093
-0.020141439,0.992594761
0.483567542,-0.345072139
-0.970639259,0.412317699
0.974801079,-0.478404431
1.342293593,-0.447523913
0.858970847,-0.479495553
0.884504492,-0.491029064
1.235852726,-0.499466082
-0.88545982,0.227991114
1.635377959,-0.343415167
1.062856044,-0.50266282
-0.929531043,0.515582659
0.823556037,-0.474817431
-0.018076329,0.986908666
-0.993120401,0.185778252
1.923172219,0.007060519
-0.046762479,0.290679038
1.48299184,-0.377338359
-0.972006147,0.331448704
0.139880951,-0.021884549
0.753319114,-0.460210701
1.983600296,0.229820016
0.898141934,-0.553756748
1.690139726,-0.294458151
1.812381714,0.02590185
-0.319487176,0.923754342
0.055005948,0.218290374
1.681319973,-0.320143304
-0.983532709,0.461895994
0.026782817,0.312241488
0.806953231,0.603574154
-0.93079471,0.381841244
1.454019811,-0.322746569
1.944869913,0.383562348
1.077914714,0.362251203
-0.637678556,0.737067922
-0.739184781,0.603947255
1.227404781,-0.431960531
0.371130932,-0.289027955
-0.034761515,0.42137489
1.239790061,-0.511214484
1.155014147,-0.415684593
-0.801811628,0.551255619
-0.590217049,0.877226763
0.828624373,-0.424280774
-0.747484506,0.725137652
-0.421303331,0.955666605
-0.988377396,0.131812313
0.474022911,-0.33550395
-0.753607616,0.682401511
0.455694344,-0.262720888
2.095098461,0.460440179
0.723925626,0.649968388
0.07835645,0.057802253
1.806841715,-0.063214811
1.029209503,0.263518287
1.036835641,-0.434496506
0.46438271,0.92715613
0.112155455,0.046312212
0.031509869,0.274224079
1.483712062,-0.28820938
1.807434526,-0.165302406
0.453014474,0.908871018
0.156229006,1.049900949
-1.042560403,0.100268046
0.481929491,-0.311500525
-1.032667256,0.294432435
-0.092476559,1.093022509
1.550806656,-0.358914646
2.079390422,0.449617675
0.123878101,0.929630178
0.862041194,0.583188345
2.023112971,0.42763421
-0.696968937,0.755596798
-0.28898224,1.00730089
-1.002470348,0.126920067
1.891478034,0.056110211
0.729452802,0.4824762
1.273809449,-0.461459106
-0.671126803,0.744568378
-0.733748599,0.51986485
-0.012865041,0.134934919
1.926189083,-0.00513172
1.21194867,-0.513231943
0.194787422,-0.025607915
0.227721525,0.964836489
0.035409783,0.333004376
0.114203593,0.310135113
-0.972531129,0.100159975
1.767954672,0.0313124
-0.870316376,0.405243615
0.690837968,0.583818168
0.006222503,0.155211277
-0.02200019,0.469392304
-0.547697735,0.82060711
0.258711575,0.930897613
0.662906094,0.730729701
1.85422226,-0.052231363
0.99895216,0.332791033
0.955577214,-0.516013782
0.150370265,0.00116375
1.680331385,-0.176822884
-0.632690359,0.697790713
0.955434185,-0.476454487
0.2877122,-0.360976836
0.488973773,-0.387060398
0.617815484,0.720930502
-0.011978065,0.448707731
0.16365589,0.882034153
1.745565707,-0.221970662
-0.017989419,0.049427224
1.846499209,0.045654358
1.852116591,-0.032980322
-0.480428181,0.895352419
0.544133538,-0.326568921
0.266823731,-0.251319357
1.543413856,-0.357021727
-0.920274825,0.285957094
0.533811529,-0.365035648
1.029502665,0.130539245
0.700838548,0.523066901
0.125218083,-0.056376144
2.027220674,0.421537694
2.095068295,0.257174732
1.762727165,-0.078263005
1.476857705,-0.393019803
0.496152204,-0.419653692
-0.809532261,0.747628553
0.390366918,-0.368411951
0.020029783,1.10249124
-0.242807037,0.928632274
0.840506659,0.636755257
-0.835398943,0.626438247
0.485982668,0.806681734
-0.797020256,0.602426432
1.934400352,0.125626159
-0.348105431,1.013145508
-0.130102897,1.055146101
-0.648789143,0.661784358
0.487075088,0.816902853
0.841602652,0.515007462
1.795448437,0.024840824
0.128240143,-0.022084237
0.587417205,0.740042421
-0.354732521,0.994676101
2.033740768,0.469976833
0.722712126,0.731533031
1.942764326,0.131600648
0.738700163,0.717164034
1.011975365,0.036440254
0.35545084,-0.24825541
0.920182739,0.590037201
0.777415679,-0.386217953
0.630208062,0.914609535
1.966804967,0.435232728
0.226739167,0.968228276
1.654455174,-0.16628175
0.058526526,0.22723992
0.018090003,0.147761566
0.37039393,-0.270288804
-0.184306909,1.04854465
0.369937304,0.886476214
0.550704524,0.856598056
0.188391381,-0.025806132
0.012772249,0.318242585
-0.521293743,0.864438775
1.493442029,-0.425615942
1.45780127,-0.338378959
0.170469066,-0.200555735
0.864146991,0.39071383
2.030022232,0.425988509
0.715675377,-0.528837519
-0.719283791,0.774637051
-0.171562946,1.032829316
0.540765492,-0.375896787
0.659535249,0.747137348
-0.60691218,0.875157126
1.737954566,-0.218272364
0.328144714,-0.126951761
-0.000709833,0.575518313
1.644501762,-0.165156842
-0.320419748,0.93666876
0.183821444,-0.168333134
-0.736080576,0.683770504
