X1,X2
5.086752118,8.521094312
6.41562082,7.786647353
5.5804402,6.479854332
5.133394076,5.782090463
5.271299838,8.040969742
5.563901573,7.069054177
7.168020509,9.225736776
4.960593574,4.311648046
6.888579672,8.041443568
5.553604478,7.685954425
-0.368353519,-7.138160908
5.895776165,7.200574152
4.78272112,7.989604175
0.548842661,-6.401504989
0.100083793,-8.346755969
0.232321877,-6.941403947
0.802370051,-8.219402228
4.26035556,6.353325661
-7.139646683,6.06561998
-0.844650658,-7.450588863
-6.773776925,4.851904999
1.312600295,-7.957348228
4.511743562,7.233160143
-7.692748927,6.764061206
4.819180135,7.892545758
0.93195657,-7.381310884
0.803058173,-7.159860619
-0.861316273,-7.375957844
2.411391495,8.448915596
0.581568965,-4.427964933
-7.539733556,4.86840739
-7.685719725,5.192869735
-8.005150884,6.832276521
4.467601113,6.648448314
-7.728563362,7.981065757
-7.276701425,7.113328222
5.111140461,6.830149027
4.03691868,7.970585505
7.063059208,7.034633308
4.701822229,5.296505817
-7.70975805,7.108459348
5.318264472,6.182074812
-6.350137637,7.076458859
-7.494821714,6.573992056
5.477085161,8.172225591
-6.028997908,6.98781983
4.244861257,6.232798602
-6.144510246,5.792925394
6.024689295,8.250934935
-6.314832073,7.130791722
4.555340672,6.140954513
-6.033382471,6.785843072
5.653021437,6.292404697
-7.434405671,5.079791772
-5.646856022,6.687699214
3.568418715,5.371014642
-6.534361889,6.907161655
5.423018295,6.586095392
-6.397862904,5.666313698
5.699122088,9.021758879
4.27724303,7.273531401
5.330702104,6.980361656
-8.967693597,6.396528895
-6.134399612,6.593374983
-6.118693159,5.145408232
-6.921081115,4.852134914
4.486816852,9.152836124
-8.33800377,5.79702703
-6.609480922,5.746758818
-0.398777306,-6.446408604
1.022749306,-6.030510783
-5.440384159,5.818410559
-7.53470812,6.910317331
-8.475861863,8.484205495
-8.883712472,4.943945286
-6.487934045,4.329738636
1.584418436,-6.68116155
1.027779061,-8.074843225
-7.252099225,7.88285408
-6.832796431,4.753381773
-7.011137805,5.77854011
-7.618555615,5.409231163
-0.205556558,-5.756567336
-7.130014184,7.199603567
-7.175017648,6.458752244
0.837470928,-6.166521373
0.475112043,-5.676410687
1.056490034,-6.93366982
-8.394729298,8.347919022
-0.423830766,-8.217707915
-5.041947934,5.29868514
-6.65605595,6.977249654
-7.719347202,5.917491518
-6.822347859,6.809138773
-6.112828692,5.278364347
-8.348089669,6.553811866
-6.880025287,4.265632855
0.464001077,-8.774213791
-6.32751994,6.712274506
0.604541229,-7.389097713
-6.241924817,8.367564326
1.673020244,-7.001768079
-4.950277695,5.909057234
1.382426025,-7.679330513
1.133854987,-6.695934364
1.37978881,-7.751440215
0.941620913,-6.607851073
1.29374141,-5.135013451
0.355704025,-7.518484053
3.319334568,7.593682009
5.722471894,8.216827355
5.775607138,8.010369887
6.426940377,6.836499118
5.189683127,9.864338008
7.192594103,8.023763674
-0.50920158,-6.496820732
2.264795125,-7.200754112
0.8316249,-5.468556504
7.507371058,6.52985777
0.307343931,-6.081788406
4.999666213,7.549483517
5.787215761,6.905549288
5.226456179,6.784380895
3.984174008,7.299882514
4.636159939,7.318919155
4.213943655,4.858988871
-0.714591949,-7.025430181
5.177242344,7.555423562
5.504218206,7.416387056
6.946876433,5.879285783
-0.212061254,-7.612818095
-0.654698337,-5.83600498
0.276345003,-6.800606705
1.124186001,-7.456190464
-0.0791811,-6.595080809
-5.936242429,5.229420137
4.109090306,5.956946233
3.413346693,6.02720054
-5.958611656,6.703108074
5.224234536,7.238801066
4.892469556,6.369608458
1.65264103,-8.418003929
5.338875517,8.371668824
4.574250844,8.066440459
-7.989842363,5.49483485
-8.030203467,7.152413672
0.846175584,-6.582276527
0.667030055,-8.688309215
-7.511822486,3.857030867
1.542296707,-5.479995373
-4.297180482,6.196622558
-7.32659232,6.019212175
-6.920421245,6.427059061
5.909560486,8.110375184
-5.892898568,3.421678064
0.241679078,-7.397614128
-7.396322373,6.508490411
6.296614254,7.756844961
-6.731213913,5.938484725
0.268709325,-7.183367461
4.88954933,5.908436973
-7.381191148,5.773679595
0.249234305,-6.846502485
3.666548847,7.243424712
6.370254326,7.423991329
-7.563532134,4.667605503
6.17769486,7.005567346
-6.782326734,4.068004614
-7.961909163,5.931421901
-7.381928916,6.736920796
-7.564487329,6.834475561
-7.010282469,6.550711081
-0.127363806,-5.8387703
-7.339305447,5.587518871
5.211434971,6.723736796
-6.590326382,4.968895251
-7.271126611,5.541241109
4.211943577,6.760612394
-0.817373552,-5.776355924
-7.603059483,6.178336214
8.02725233,9.871754295
5.02675709,8.177047296
6.075671715,7.66669737
0.213771996,-7.15603777
-7.302502738,6.633484761
0.501183064,-6.140412433
-6.829937784,4.124927472
4.01425113,6.962879595
-6.69821956,6.392764143
-8.826173982,6.278913623
-7.377828579,6.648038009
-6.227378718,4.936114061
-6.632514969,5.475488905
-10.38518896,6.350476705
-7.604164391,5.814505656
-5.307656509,7.934556056
-7.100063666,5.676863682
5.979335999,7.765104342
4.435043782,8.298999643
-8.422792746,7.437957403
-7.424134536,7.465466772
-6.335698031,6.030491544
-10.05226091,6.28298662
4.110779969,7.318385063
-5.735353408,4.802768135
5.92298391,7.551070671
4.794703548,8.447135311
-6.795421172,5.853864252
5.109123315,9.30533753
5.235405091,8.540363179
-8.875012333,7.22964146
-6.020266622,4.404567764
-8.062004871,5.283699474
-6.564962444,6.661335402
-0.153593006,-5.945635409
-8.712298308,4.998573026
4.519849327,6.801153748
3.191537288,7.164672548
